Sr.No,Round,Institute,Program,Stream,Quota,Category,Seat Gender,Opening Rank,Closing Rank,Remark
8925,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC,Both Male and Female Seats,313988.0,326723.0,Fresh and Upgraded Only
8926,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(GL),Female Seats,305515.0,305515.0,Fresh and Upgraded Only
8927,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,290618.0,297055.0,Fresh and Upgraded Only
8928,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,344494.0,356819.0,Fresh and Upgraded Only
8929,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,281303.0,281303.0,Fresh and Upgraded Only
8930,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,270591.0,287729.0,Fresh and Upgraded Only
8931,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,125805.0,129673.0,Fresh and Upgraded Only
8932,Round 4,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science (Hindi) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,324474.0,324474.0,Fresh and Upgraded Only
8933,Round 4,"UNITED COLLEGE OF ENGIINEERING &amp; RESEARCH,GREATER NOIDA,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,428404.0,554651.0,Fresh and Upgraded Only
8934,Round 4,"UNITED COLLEGE OF ENGIINEERING &amp; RESEARCH,GREATER NOIDA,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,559639.0,676180.0,Fresh and Upgraded Only
8935,Round 4,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,941862.0,1288870.0,Fresh and Upgraded Only
8936,Round 4,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,459393.0,459393.0,Fresh and Upgraded Only
8937,Round 4,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,540883.0,540883.0,Fresh and Upgraded Only
8938,Round 4,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,639028.0,687557.0,Fresh and Upgraded Only
8939,Round 4,"INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,SITAPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1256526.0,1256526.0,Fresh and Upgraded Only
8940,Round 4,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,448588.0,466133.0,Fresh and Upgraded Only
8941,Round 4,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,507790.0,507790.0,Fresh and Upgraded Only
8942,Round 4,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,510705.0,510705.0,Fresh and Upgraded Only
8943,Round 4,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,643619.0,705227.0,Fresh and Upgraded Only
8944,Round 4,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1072671.0,1096162.0,Fresh and Upgraded Only
8945,Round 4,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,532513.0,636243.0,Fresh and Upgraded Only
8946,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,369463.0,416109.0,Fresh and Upgraded Only
8947,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,1244779.0,1244779.0,Fresh and Upgraded Only
8948,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,1128088.0,1128088.0,Fresh and Upgraded Only
8949,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,569191.0,673712.0,Fresh and Upgraded Only
8950,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,866562.0,1340981.0,Fresh and Upgraded Only
8951,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,250517.0,250517.0,Fresh and Upgraded Only
8952,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,466978.0,502727.0,Fresh and Upgraded Only
8953,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,872895.0,872895.0,Fresh and Upgraded Only
8954,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,528725.0,615248.0,Fresh and Upgraded Only
8955,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,608532.0,732645.0,Fresh and Upgraded Only
8956,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,1068311.0,1068311.0,Fresh and Upgraded Only
8957,Round 4,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,321596.0,342672.0,Fresh and Upgraded Only
8958,Round 4,"RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,527720.0,607018.0,Fresh and Upgraded Only
8959,Round 4,"KRISHNA INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1329232.0,1329232.0,Fresh and Upgraded Only
8960,Round 4,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,716911.0,868120.0,Fresh and Upgraded Only
8961,Round 4,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,445309.0,445309.0,Fresh and Upgraded Only
8962,Round 4,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,707134.0,1282968.0,Fresh and Upgraded Only
8963,Round 4,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,573876.0,573876.0,Fresh and Upgraded Only
8964,Round 4,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,739805.0,739805.0,Fresh and Upgraded Only
8965,Round 4,"AMBALIKA INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,769283.0,769283.0,Fresh and Upgraded Only
8966,Round 4,"AMBALIKA INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,686155.0,878669.0,Fresh and Upgraded Only
8967,Round 4,"AMBALIKA INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1322395.0,1322395.0,Fresh and Upgraded Only
8968,Round 4,"AMBALIKA INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1266719.0,1266719.0,Fresh and Upgraded Only
8969,Round 4,"KAMLA NEHRU INSTITUTE OF PHYSICAL &amp; SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,427793.0,563961.0,Fresh and Upgraded Only
8970,Round 4,"KAMLA NEHRU INSTITUTE OF PHYSICAL &amp; SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,362806.0,408695.0,Fresh and Upgraded Only
8971,Round 4,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,920207.0,920207.0,Fresh and Upgraded Only
8972,Round 4,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,833188.0,833188.0,Fresh and Upgraded Only
8973,Round 4,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1077130.0,1077130.0,Fresh and Upgraded Only
8974,Round 4,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,689604.0,689604.0,Fresh and Upgraded Only
8975,Round 4,"B.N.COLLEGE OF ENGINEERING &amp; TECHNOLOGY(BNCET), LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1069341.0,1069341.0,Fresh and Upgraded Only
8976,Round 4,"S.R.INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,815846.0,815846.0,Fresh and Upgraded Only
8977,Round 4,"S.R.INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,872327.0,872327.0,Fresh and Upgraded Only
8978,Round 4,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,595846.0,602734.0,Fresh and Upgraded Only
8979,Round 4,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,952654.0,952654.0,Fresh and Upgraded Only
8980,Round 4,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1015595.0,1132942.0,Fresh and Upgraded Only
8981,Round 4,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1009508.0,1327270.0,Fresh and Upgraded Only
8982,Round 4,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1185054.0,1185054.0,Fresh and Upgraded Only
8983,Round 4,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,454681.0,529665.0,Fresh and Upgraded Only
8984,Round 4,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1057486.0,1282444.0,Fresh and Upgraded Only
8985,Round 4,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,446424.0,452824.0,Fresh and Upgraded Only
8986,Round 4,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1276606.0,1276606.0,Fresh and Upgraded Only
8987,Round 4,"ASHOKA INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,VARANASI",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1016035.0,1016035.0,Fresh and Upgraded Only
8988,Round 4,"ASHOKA INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,VARANASI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,630551.0,630551.0,Fresh and Upgraded Only
8989,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,244832.0,259620.0,Fresh and Upgraded Only
8990,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,421323.0,453533.0,Fresh and Upgraded Only
8991,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,518674.0,518674.0,Fresh and Upgraded Only
8992,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,372143.0,375601.0,Fresh and Upgraded Only
8993,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,146177.0,146177.0,Fresh and Upgraded Only
8994,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,188397.0,188397.0,Fresh and Upgraded Only
8995,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,1138962.0,1186797.0,Fresh and Upgraded Only
8996,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,540746.0,553104.0,Fresh and Upgraded Only
8997,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,150120.0,150120.0,Fresh and Upgraded Only
8998,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,333527.5,387435.0,Fresh and Upgraded Only
8999,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,790268.0,993770.0,Fresh and Upgraded Only
9000,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1118210.0,1128322.0,Fresh and Upgraded Only
9001,Round 4,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,641992.0,780078.0,Fresh and Upgraded Only
9002,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,477808.0,479081.0,Fresh and Upgraded Only
9003,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,908976.0,908976.0,Fresh and Upgraded Only
9004,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,333084.0,359692.0,Fresh and Upgraded Only
9005,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,659930.0,706531.0,Fresh and Upgraded Only
9006,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,685164.0,807535.0,Fresh and Upgraded Only
9007,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,534197.0,659297.0,Fresh and Upgraded Only
9008,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,239339.0,239339.0,Fresh and Upgraded Only
9009,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,192700.0,194603.0,Fresh and Upgraded Only
9010,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,225873.0,231831.0,Fresh and Upgraded Only
9011,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,222862.0,226712.0,Fresh and Upgraded Only
9012,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,205624.0,212868.0,Fresh and Upgraded Only
9013,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,1205062.0,1218459.0,Fresh and Upgraded Only
9014,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,656454.0,686011.0,Fresh and Upgraded Only
9015,Round 4,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,179982.0,179982.0,Fresh and Upgraded Only
9016,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,804717.0,847099.0,Fresh and Upgraded Only
9017,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1170527.0,1170527.0,Fresh and Upgraded Only
9018,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,240948.0,258644.0,Fresh and Upgraded Only
9019,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,323511.0,323511.0,Fresh and Upgraded Only
9020,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,334467.0,363878.0,Fresh and Upgraded Only
9021,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,333076.0,383613.0,Fresh and Upgraded Only
9022,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,276830.0,276830.0,Fresh and Upgraded Only
9023,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,274334.0,331159.0,Fresh and Upgraded Only
9024,Round 4,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,688333.0,948106.0,Fresh and Upgraded Only
9025,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,398037.0,398037.0,Fresh and Upgraded Only
9026,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,BC,Both Male and Female Seats,851561.0,990219.0,Fresh and Upgraded Only
9027,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,1081113.0,1081113.0,Fresh and Upgraded Only
9028,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,666101.0,765149.0,Fresh and Upgraded Only
9029,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,275263.0,287480.0,Fresh and Upgraded Only
9030,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,454048.0,460963.0,Fresh and Upgraded Only
9031,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,352179.0,352179.0,Fresh and Upgraded Only
9032,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,466173.0,466173.0,Fresh and Upgraded Only
9033,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,387178.0,421906.0,Fresh and Upgraded Only
9034,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,252123.0,252123.0,Fresh and Upgraded Only
9035,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,189208.0,194358.0,Fresh and Upgraded Only
9036,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,247268.0,247268.0,Fresh and Upgraded Only
9037,Round 4,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,570319.0,584172.0,Fresh and Upgraded Only
9038,Round 4,"KIPM COLLEGE OF ENGG. &amp; TECHNOLOGY,GORAKHPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1149772.0,1149772.0,Fresh and Upgraded Only
9039,Round 4,"KIPM COLLEGE OF ENGG. &amp; TECHNOLOGY,GORAKHPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,925496.0,925496.0,Fresh and Upgraded Only
